,LetItBe_C,song1,song2,song3,
LetItBe_C,0,0.290325,0.28871,0.123065
song1,0.290325,0,0.4,0.123075
song2,0.28871,0.4,0,0.453845
song3,0.123065,0.123075,0.453845,0
