,LetItBe_C,song1,song2,song3,
LetItBe_C,0,0.064515,0.09258,0.048485
song1,0.064515,0,0.12,0.053845
song2,0.09258,0.12,0,0.16
song3,0.048485,0.053845,0.16,0
