,LetItBe_C,song1,song2,song3,
LetItBe_C,0,0.441935,0.44516,0.357845
song1,0.441935,0,0.4,0.19231
song2,0.44516,0.4,0,0.523075
song3,0.357845,0.19231,0.523075,0
